"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-10","0.00",,,"58","46"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-11","0.00",,,"60","45"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-12","0.00",,,"60","49"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-13","0.09",,,"62","41"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-14","0.71",,,"60","51"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-15","0.65",,,"66","49"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-16","0.00",,,"66","49"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-17","0.00",,,"66","51"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-18","0.01",,,"65","47"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-19","0.00",,,"72","47"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-20","0.00",,,"73","49"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-21","0.00",,,"71","54"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-22","0.00",,,"77","56"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-23","0.00",,,"79","52"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-24","0.00",,,"80","60"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-25","0.00",,,"80","60"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-26","0.00",,,"69","57"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-27","0.00",,,"65","61"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-28","0.00",,,"69","56"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-29","0.02",,,"62","49"
"UKE00105906","NOTTINGHAM WATNALL, UK","2024-06-30","0.00",,,,"53"
"UKE00156856","LACOCK, UK","2024-01-06",,,,"42",
"UKE00156856","LACOCK, UK","2024-01-07",,,,"44",
"UKE00156856","LACOCK, UK","2024-01-08","0.00",,,"39","29"
"UKE00156856","LACOCK, UK","2024-01-09","0.00",,,"40","27"
"UKE00156856","LACOCK, UK","2024-01-10","0.00",,,,"27"
"UKE00156856","LACOCK, UK","2024-01-11",,,,,"29"
"UKE00156856","LACOCK, UK","2024-01-13",,,,"42",
"UKE00156856","LACOCK, UK","2024-01-14",,,,"45",
"UKE00156856","LACOCK, UK","2024-01-15","0.00",,,"41","27"
"UKE00156856","LACOCK, UK","2024-01-16","0.00",,,"35","24"
"UKE00156856","LACOCK, UK","2024-01-17","0.00",,,"36","23"
"UKE00156856","LACOCK, UK","2024-01-18","0.00",,,"42",
"UKE00156856","LACOCK, UK","2024-01-19","0.00",,,"50","21"
"UKE00156856","LACOCK, UK","2024-01-20","0.21",,,,"21"
"UKE00156856","LACOCK, UK","2024-01-21","0.61",,,"50","25"
"UKE00156856","LACOCK, UK","2024-01-22","0.18",,,"56","35"
"UKE00156856","LACOCK, UK","2024-01-23","0.08",,,"51","38"
"UKE00156856","LACOCK, UK","2024-01-24","0.07",,,"55",
"UKE00156856","LACOCK, UK","2024-01-25","0.09",,,"49","37"
"UKE00156856","LACOCK, UK","2024-01-26","0.00",,,"47","42"
"UKE00156856","LACOCK, UK","2024-01-27","0.00",,,"54",
"UKE00156856","LACOCK, UK","2024-01-28","0.00",,,"54","31"
"UKE00156856","LACOCK, UK","2024-01-29","0.00",,,"46",
"UKE00156856","LACOCK, UK","2024-01-30","0.00",,,"52","45"
"UKE00156856","LACOCK, UK","2024-01-31","0.00",,,"49","37"
"UKE00156856","LACOCK, UK","2024-02-01","0.04",,,,"35"
"UKE00156856","LACOCK, UK","2024-02-02",,,,,"34"
"UKE00156856","LACOCK, UK","2024-02-04",,,,"52",
"UKE00156856","LACOCK, UK","2024-02-05",,,,"55",
"UKE00156856","LACOCK, UK","2024-02-06","0.96",,,"43","34"
"UKE00156856","LACOCK, UK","2024-02-07","0.39",,,"55","40"
"UKE00156856","LACOCK, UK","2024-02-08","0.63",,,"54","40"
"UKE00156856","LACOCK, UK","2024-02-09","0.13",,,"52","43"
"UKE00156856","LACOCK, UK","2024-02-10","0.12",,,"50","41"
"UKE00156856","LACOCK, UK","2024-02-11","0.02",,,"49",
"UKE00156856","LACOCK, UK","2024-02-12","0.01",,,"54","35"
"UKE00156856","LACOCK, UK","2024-02-13","0.17",,,"58","35"
"UKE00156856","LACOCK, UK","2024-02-14","0.10",,,"60",
"UKE00156856","LACOCK, UK","2024-02-15","0.53",,,"53",
"UKE00156856","LACOCK, UK","2024-02-16","0.02",,,"54","46"
"UKE00156856","LACOCK, UK","2024-02-17","0.96",,,"56","44"
"UKE00156856","LACOCK, UK","2024-02-18","0.02",,,"55","44"
"UKE00156856","LACOCK, UK","2024-02-19","0.00",,,"55","44"
"UKE00156856","LACOCK, UK","2024-02-20","0.30",,,,"42"
"UKE00156856","LACOCK, UK","2024-02-21",,,,,"42"
"UKE00156856","LACOCK, UK","2024-02-22",,,,"45",
"UKE00156856","LACOCK, UK","2024-02-24","0.01",,,"47","32"
"UKE00156856","LACOCK, UK","2024-02-25","0.19",,,"45",
"UKE00156856","LACOCK, UK","2024-02-26","0.01",,,"47",
"UKE00156856","LACOCK, UK","2024-02-27","0.02",,,"52","29"
"UKE00156856","LACOCK, UK","2024-02-28","0.14",,,,"29"
"UKE00156856","LACOCK, UK","2024-02-29",,,,"46","43"
"UKE00156856","LACOCK, UK","2024-03-01",,,,"42",
"UKE00156856","LACOCK, UK","2024-03-02","0.07",,,"49",
"UKE00156856","LACOCK, UK","2024-03-03","0.00",,,"48",
"UKE00156856","LACOCK, UK","2024-03-04","0.08",,,"47","36"
"UKE00156856","LACOCK, UK","2024-03-05","0.00",,,"49","27"
"UKE00156856","LACOCK, UK","2024-03-06","0.00",,,"52","27"
"UKE00156856","LACOCK, UK","2024-03-07","0.00",,,,"26"
"UKE00156856","LACOCK, UK","2024-03-08",,,,,"36"
"UKE00156856","LACOCK, UK","2024-03-09",,,,"54",
"UKE00156856","LACOCK, UK","2024-03-10",,,,"49",
"UKE00156856","LACOCK, UK","2024-03-11","0.30",,,"55","44"
"UKE00156856","LACOCK, UK","2024-03-12","0.19",,,"56","44"
"UKE00156856","LACOCK, UK","2024-03-13","0.00",,,"56",
"UKE00156856","LACOCK, UK","2024-03-14","0.06",,,"57","50"
"UKE00156856","LACOCK, UK","2024-03-15","0.20",,,,"50"
"UKE00156856","LACOCK, UK","2024-03-16",,,,"60","28"
"UKE00156856","LACOCK, UK","2024-03-18","0.01",,,,"41"
"UKE00156856","LACOCK, UK","2024-03-19","0.14",,,,"50"
"UKE00156856","LACOCK, UK","2024-03-20","0.01",,,,"50"
"UKE00156856","LACOCK, UK","2024-03-21","0.00",,,,"44"
"UKE00156856","LACOCK, UK","2024-03-22",,,,,"47"
"UKE00156856","LACOCK, UK","2024-03-25","0.01",,,,"39"
"UKE00156856","LACOCK, UK","2024-03-26","0.48",,,,"39"
"UKE00156856","LACOCK, UK","2024-03-27","0.65",,,,
"UKE00156856","LACOCK, UK","2024-04-03","0.22",,,,
"UKE00156856","LACOCK, UK","2024-04-04","0.75",,,,
"UKE00156856","LACOCK, UK","2024-04-05","0.04",,,,
"UKE00156856","LACOCK, UK","2024-04-06","0.02",,,,
"UKE00156856","LACOCK, UK","2024-04-08",,,,"53",
"UKE00156856","LACOCK, UK","2024-04-09","0.06",,,"55",
"UKE00156856","LACOCK, UK","2024-04-10","0.12",,,"65","40"
"UKE00156856","LACOCK, UK","2024-04-11","0.00",,,,"42"
"UKE00156856","LACOCK, UK","2024-04-12",,,,,"45"
"UKE00156856","LACOCK, UK","2024-04-18",,,,"59",
"UKE00156856","LACOCK, UK","2024-04-19",,,,"54",
"UKE00156856","LACOCK, UK","2024-04-20","0.00",,,,"33"
"UKE00156856","LACOCK, UK","2024-04-21",,,,"46","31"
"UKE00156856","LACOCK, UK","2024-04-22",,,,"53",
"UKE00156856","LACOCK, UK","2024-04-23","0.00",,,"52","38"
"UKE00156856","LACOCK, UK","2024-04-24","0.00",,,"52","37"
"UKE00156856","LACOCK, UK","2024-04-25","0.06",,,,"35"
"UKE00156856","LACOCK, UK","2024-04-26",,,,,"35"
"UKE00156856","LACOCK, UK","2024-04-28",,,,"55",
"UKE00156856","LACOCK, UK","2024-04-29","0.01",,,"62","31"
"UKE00156856","LACOCK, UK","2024-04-30","0.02",,,"62","46"
"UKE00156856","LACOCK, UK","2024-05-01","0.37",,,"55","41"
"UKE00156856","LACOCK, UK","2024-05-02","0.04",,,"55","46"
"UKE00156856","LACOCK, UK","2024-05-03","0.00",,,"63","45"
"UKE00156856","LACOCK, UK","2024-05-04","0.00",,,"60",
"UKE00156856","LACOCK, UK","2024-05-05","0.04",,,"62",
"UKE00156856","LACOCK, UK","2024-05-06","0.02",,,"68",
"UKE00156856","LACOCK, UK","2024-05-07","0.00",,,"70",
"UKE00156856","LACOCK, UK","2024-05-08","0.00",,,"73","44"
"UKE00156856","LACOCK, UK","2024-05-09","0.00",,,"74","45"
"UKE00156856","LACOCK, UK","2024-05-10","0.00",,,"73","44"
"UKE00156856","LACOCK, UK","2024-05-11","0.00",,,"62","50"
"UKE00156856","LACOCK, UK","2024-05-12","0.00",,,"62","49"
"UKE00156856","LACOCK, UK","2024-05-13","0.30",,,"61","54"
"UKE00156856","LACOCK, UK","2024-05-14","0.00",,,,"54"
"UKE00156856","LACOCK, UK","2024-05-15","0.00",,,,"53"
"UKE00156856","LACOCK, UK","2024-05-16","0.00",,,,
"UKE00156856","LACOCK, UK","2024-05-17","0.00",,,,
"UKE00156856","LACOCK, UK","2024-05-18","0.00",,,,
"UKE00156856","LACOCK, UK","2024-05-21","0.28",,,,
"UKE00156856","LACOCK, UK","2024-05-22","0.51",,,,
"UKE00156856","LACOCK, UK","2024-05-23",,,,"63",
"UKE00156856","LACOCK, UK","2024-05-24",,,,"66",
"UKE00156856","LACOCK, UK","2024-05-25","0.22",,,"65","42"
"UKE00156856","LACOCK, UK","2024-05-26","0.19",,,"64","42"
"UKE00156856","LACOCK, UK","2024-05-27","0.06",,,"63","42"
"UKE00156856","LACOCK, UK","2024-05-28","0.59",,,"64","44"
"UKE00156856","LACOCK, UK","2024-05-29","0.00",,,,
"UKE00156856","LACOCK, UK","2024-05-30",,,,"61",
"UKE00156856","LACOCK, UK","2024-05-31",,,,"62",
"UKE00156856","LACOCK, UK","2024-06-01","0.00",,,,
"UKE00156856","LACOCK, UK","2024-06-02",,,,"70",
"UKE00156856","LACOCK, UK","2024-06-03",,,,"61",
"UKE00156856","LACOCK, UK","2024-06-04","0.00",,,"62","50"
"UKE00156856","LACOCK, UK","2024-06-05","0.00",,,"63","41"
"UKE00156856","LACOCK, UK","2024-06-06","0.00",,,"63","41"
"UKE00156856","LACOCK, UK","2024-06-07","0.01",,,"66","43"
"UKE00156856","LACOCK, UK","2024-06-08","0.00",,,"63","35"
"UKE00156856","LACOCK, UK","2024-06-09","0.00",,,"63","35"
"UKE00156856","LACOCK, UK","2024-06-10","0.00",,,"61","38"
"UKE00156856","LACOCK, UK","2024-06-11","0.00",,,"62","38"
"UKE00156856","LACOCK, UK","2024-06-12","0.00",,,,"40"
"UKE00156856","LACOCK, UK","2024-06-13",,,,"64","36"
"UKE00156856","LACOCK, UK","2024-06-14",,,,"63",
"UKE00156856","LACOCK, UK","2024-06-15","0.00",,,"65","46"
"UKE00156856","LACOCK, UK","2024-06-16","0.07",,,"71",
"UKE00156856","LACOCK, UK","2024-06-17","0.02",,,"67","46"
"UKE00156856","LACOCK, UK","2024-06-18","0.00",,,"68","45"
"UKE00156856","LACOCK, UK","2024-06-19","0.00",,,"72","46"
"UKE00156856","LACOCK, UK","2024-06-20","0.00",,,"72","45"
"UKE00156856","LACOCK, UK","2024-06-21","0.01",,,,"46"
"UKE00156856","LACOCK, UK","2024-06-22",,,,,"56"
"UK000003162","ESKDALEMUIR, UK","2024-01-01","0.37",,"37","44","34"
"UK000003162","ESKDALEMUIR, UK","2024-01-02","0.39",,"40","45","34"
"UK000003162","ESKDALEMUIR, UK","2024-01-03","0.02",,"42","44","37"
"UK000003162","ESKDALEMUIR, UK","2024-01-04","0.06",,"42","42","41"
"UK000003162","ESKDALEMUIR, UK","2024-01-05","0.02",,"36","38","34"
"UK000003162","ESKDALEMUIR, UK","2024-01-06","0.01",,"29","41","25"
"UK000003162","ESKDALEMUIR, UK","2024-01-07","0.00","0.8","28","36","22"
"UK000003162","ESKDALEMUIR, UK","2024-01-08","0.01",,"33","36","22"
"UK000003162","ESKDALEMUIR, UK","2024-01-09","0.01",,"33","40","30"
"UK000003162","ESKDALEMUIR, UK","2024-01-10","0.04",,"37","40","33"
"UK000003162","ESKDALEMUIR, UK","2024-01-11","0.00",,"38","42","36"
"UK000003162","ESKDALEMUIR, UK","2024-01-12","0.01",,"34","45","33"
"UK000003162","ESKDALEMUIR, UK","2024-01-13","0.00",,"37","38","28"
"UK000003162","ESKDALEMUIR, UK","2024-01-14","0.01","0.8","30","33","22"
"UK000003162","ESKDALEMUIR, UK","2024-01-15","0.00","1.2","27","35","26"
"UK000003162","ESKDALEMUIR, UK","2024-01-16","0.00",,"28","32","21"
"UK000003162","ESKDALEMUIR, UK","2024-01-17","0.00",,"22","34","13"
"UK000003162","ESKDALEMUIR, UK","2024-01-18","0.00","0.4","25","41","12"
"UK000003162","ESKDALEMUIR, UK","2024-01-19","0.52","0.4","33","44","14"
"UK000003162","ESKDALEMUIR, UK","2024-01-20","1.76",,"41","51","32"
"UK000003162","ESKDALEMUIR, UK","2024-01-21","2.00",,"45","42","40"
"UK000003162","ESKDALEMUIR, UK","2024-01-22","0.27",,"41","51","40"
"UK000003162","ESKDALEMUIR, UK","2024-01-23","1.47",,"43","47","36"
"UK000003162","ESKDALEMUIR, UK","2024-01-24","0.02",,"44","48","39"
"UK000003162","ESKDALEMUIR, UK","2024-01-25","0.72",,"42","43","32"
"UK000003162","ESKDALEMUIR, UK","2024-01-26","0.02",,"41","46","35"
"UK000003162","ESKDALEMUIR, UK","2024-01-27","0.30",,"43","49","36"
"UK000003162","ESKDALEMUIR, UK","2024-01-28","0.23",,"45","38","40"
"UK000003162","ESKDALEMUIR, UK","2024-01-29","0.46",,"37","42","36"
"UK000003162","ESKDALEMUIR, UK","2024-01-30","0.01",,"38","45","33"
"UK000003162","ESKDALEMUIR, UK","2024-01-31","0.63",,"40","47","34"
"UK000003162","ESKDALEMUIR, UK","2024-02-01","0.03",,"41","52","37"
"UK000003162","ESKDALEMUIR, UK","2024-02-02","0.16",,"49","47","39"
"UK000003162","ESKDALEMUIR, UK","2024-02-03","0.01",,"45","52","43"
"UK000003162","ESKDALEMUIR, UK","2024-02-04","0.40",,"46","48","41"
"UK000003162","ESKDALEMUIR, UK","2024-02-05","0.25",,"48","42","43"
"UK000003162","ESKDALEMUIR, UK","2024-02-06","0.01",,"40","40","39"
"UK000003162","ESKDALEMUIR, UK","2024-02-07","0.01",,"31","34","28"
"UK000003162","ESKDALEMUIR, UK","2024-02-08","0.20","0.8","30","39","25"
"UK000003162","ESKDALEMUIR, UK","2024-02-09","0.32","1.6","35","44","29"
"UK000003162","ESKDALEMUIR, UK","2024-02-10","0.01",,"40","47","34"
"UK000003162","ESKDALEMUIR, UK","2024-02-11","0.04",,"39","43","34"
"UK000003162","ESKDALEMUIR, UK","2024-02-12","0.11",,"38","45","32"
"UK000003162","ESKDALEMUIR, UK","2024-02-13","0.12",,"39","49","36"
"UK000003162","ESKDALEMUIR, UK","2024-02-14","0.87",,"42","51","37"
"UK000003162","ESKDALEMUIR, UK","2024-02-15","0.51",,"48","52","39"
"UK000003162","ESKDALEMUIR, UK","2024-02-16","0.04",,"46","50","41"
"UK000003162","ESKDALEMUIR, UK","2024-02-17","0.56",,"46","54","42"
"UK000003162","ESKDALEMUIR, UK","2024-02-18","0.09",,"48","48","44"
"UK000003162","ESKDALEMUIR, UK","2024-02-19","0.02",,"46","49","44"
"UK000003162","ESKDALEMUIR, UK","2024-02-20","0.52",,"45","51","43"
"UK000003162","ESKDALEMUIR, UK","2024-02-21","0.76",,"40","44","30"
"UK000003162","ESKDALEMUIR, UK","2024-02-22","0.02",,"40","42","37"
"UK000003162","ESKDALEMUIR, UK","2024-02-23","0.18",,"37","43","35"
"UK000003162","ESKDALEMUIR, UK","2024-02-24","0.03",,"36","44","29"
"UK000003162","ESKDALEMUIR, UK","2024-02-25","0.00",,"38","45","33"
"UK000003162","ESKDALEMUIR, UK","2024-02-26","0.06",,"36","48","31"
"UK000003162","ESKDALEMUIR, UK","2024-02-27","0.17",,"39","48","26"
"UK000003162","ESKDALEMUIR, UK","2024-02-28","0.64",,"42","45","37"
"UK000003162","ESKDALEMUIR, UK","2024-02-29","0.00",,"41","41","38"
"UK000003162","ESKDALEMUIR, UK","2024-03-01","0.17",,"36","41","31"
"UK000003162","ESKDALEMUIR, UK","2024-03-02","0.23",,"36","42","31"
"UK000003162","ESKDALEMUIR, UK","2024-03-03","0.02",,"38","47","33"
"UK000003162","ESKDALEMUIR, UK","2024-03-04","0.10",,"38","50","29"
"UK000003162","ESKDALEMUIR, UK","2024-03-05","0.00",,"42","49","34"
"UK000003162","ESKDALEMUIR, UK","2024-03-06","0.01",,"42","46","38"
"UK000003162","ESKDALEMUIR, UK","2024-03-07","0.04",,"39","41","31"
"UK000003162","ESKDALEMUIR, UK","2024-03-08","0.00",,"38","42","36"
"UK000003162","ESKDALEMUIR, UK","2024-03-09","0.04",,"39","41","37"
"UK000003162","ESKDALEMUIR, UK","2024-03-10","0.22",,"40","42","38"
"UK000003162","ESKDALEMUIR, UK","2024-03-11","0.02",,"40","48","38"
"UK000003162","ESKDALEMUIR, UK","2024-03-12","1.04",,"42","49","38"
"UK000003162","ESKDALEMUIR, UK","2024-03-13","0.65",,"46","49","40"
"UK000003162","ESKDALEMUIR, UK","2024-03-14","1.83",,"45","52","41"
"UK000003162","ESKDALEMUIR, UK","2024-03-15","0.07",,"44","49","42"
"UK000003162","ESKDALEMUIR, UK","2024-03-16","0.91",,"38","52","28"
"UK000003162","ESKDALEMUIR, UK","2024-03-17","0.32",,"48","52","33"
"UK000003162","ESKDALEMUIR, UK","2024-03-18","0.55",,"47","54","44"
"UK000003162","ESKDALEMUIR, UK","2024-03-19","0.22",,"48","50","46"
"UK000003162","ESKDALEMUIR, UK","2024-03-20","0.05",,"44","49","42"
"UK000003162","ESKDALEMUIR, UK","2024-03-21","0.28",,"42","48","33"
"UK000003162","ESKDALEMUIR, UK","2024-03-22","0.13",,"42","47","38"
"UK000003162","ESKDALEMUIR, UK","2024-03-23","0.04",,"40","52","34"
"UK000003162","ESKDALEMUIR, UK","2024-03-24","0.02",,"42","42","36"
"UK000003162","ESKDALEMUIR, UK","2024-03-25","0.38",,"39","39","32"
"UK000003162","ESKDALEMUIR, UK","2024-03-26","0.37",,"38","48","35"
"UK000003162","ESKDALEMUIR, UK","2024-03-27","0.24",,"39","49","34"
"UK000003162","ESKDALEMUIR, UK","2024-03-28","0.46",,,"50","33"
"UK000003162","ESKDALEMUIR, UK","2024-03-29","0.26",,,"51","39"
"UK000003162","ESKDALEMUIR, UK","2024-03-30","0.01",,,"57","41"
"UK000003162","ESKDALEMUIR, UK","2024-03-31","0.00",,,"46","33"
"UK000003162","ESKDALEMUIR, UK","2024-04-01","0.28",,"41","46","40"
"UK000003162","ESKDALEMUIR, UK","2024-04-02","0.28",,"41","44","40"
"UK000003162","ESKDALEMUIR, UK","2024-04-03","0.42",,"42","43","40"
"UK000003162","ESKDALEMUIR, UK","2024-04-04","1.17",,"39","56","37"
"UK000003162","ESKDALEMUIR, UK","2024-04-05","0.61",,"43","58","33"
"UK000003162","ESKDALEMUIR, UK","2024-04-06","0.25",,"52","51","40"
"UK000003162","ESKDALEMUIR, UK","2024-04-07","0.03",,"47","55","41"
"UK000003162","ESKDALEMUIR, UK","2024-04-08","0.74",,"47","49","39"
"UK000003162","ESKDALEMUIR, UK","2024-04-09","0.17",,"44","54","43"
"UK000003162","ESKDALEMUIR, UK","2024-04-10","0.56",,"43","58","32"
"UK000003162","ESKDALEMUIR, UK","2024-04-11","0.49",,"52","51","42"
"UK000003162","ESKDALEMUIR, UK","2024-04-12","0.37",,"49","51","49"
"UK000003162","ESKDALEMUIR, UK","2024-04-13","0.47",,"47","50","47"
"UK000003162","ESKDALEMUIR, UK","2024-04-14","0.53",,"44","48","38"
"UK000003162","ESKDALEMUIR, UK","2024-04-15","0.03",,"42","54","36"
"UK000003162","ESKDALEMUIR, UK","2024-04-16","0.00",,"44","51","37"
"UK000003162","ESKDALEMUIR, UK","2024-04-17","0.00",,"40","49","33"
"UK000003162","ESKDALEMUIR, UK","2024-04-18","0.25",,"38","52","25"
"UK000003162","ESKDALEMUIR, UK","2024-04-19","0.00",,"44","54","40"
"UK000003162","ESKDALEMUIR, UK","2024-04-20","0.00",,"41","51","25"
"UK000003162","ESKDALEMUIR, UK","2024-04-21","0.02",,"45","54","39"
"UK000003162","ESKDALEMUIR, UK","2024-04-22","0.00",,"48","54","43"
"UK000003162","ESKDALEMUIR, UK","2024-04-23","0.00",,"44","52","35"
"UK000003162","ESKDALEMUIR, UK","2024-04-24","0.00",,"40","50","28"
"UK000003162","ESKDALEMUIR, UK","2024-04-25","0.00",,"40","50","33"
"UK000003162","ESKDALEMUIR, UK","2024-04-26","0.20",,"36","53","24"
"UK000003162","ESKDALEMUIR, UK","2024-04-27","0.01",,"39","54","25"
"UK000003162","ESKDALEMUIR, UK","2024-04-28","0.13",,"42","53","32"
"UK000003162","ESKDALEMUIR, UK","2024-04-29","0.67",,"46","59","41"
"UK000003162","ESKDALEMUIR, UK","2024-04-30","0.00",,"52","66","46"
"UK000003162","ESKDALEMUIR, UK","2024-05-01","0.00",,,"63","41"
"UK000003162","ESKDALEMUIR, UK","2024-05-02","0.00",,"51","61","45"
"UK000003162","ESKDALEMUIR, UK","2024-05-03","0.25",,"51","53","44"
"UK000003162","ESKDALEMUIR, UK","2024-05-04","0.14",,"49","55","47"
"UK000003162","ESKDALEMUIR, UK","2024-05-05","0.13",,"51","63","49"
"UK000003162","ESKDALEMUIR, UK","2024-05-06","0.02",,"52","62","49"
"UK000003162","ESKDALEMUIR, UK","2024-05-07","0.00",,"52","61","47"
"UK000003162","ESKDALEMUIR, UK","2024-05-08","0.00",,"51","66","40"
"UK000003162","ESKDALEMUIR, UK","2024-05-09","0.00",,"56","69","49"
"UK000003162","ESKDALEMUIR, UK","2024-05-10","0.00",,"56","74","45"
"UK000003162","ESKDALEMUIR, UK","2024-05-11","0.00",,"60","71","43"
"UK000003162","ESKDALEMUIR, UK","2024-05-12","0.46",,"60","67","53"
"UK000003162","ESKDALEMUIR, UK","2024-05-13","0.46",,"58","61","49"
"UK000003162","ESKDALEMUIR, UK","2024-05-14","0.31",,"57","64","55"
"UK000003162","ESKDALEMUIR, UK","2024-05-15","0.00",,"57","69","49"
"UK000003162","ESKDALEMUIR, UK","2024-05-16","0.00",,"56","68","51"
"UK000003162","ESKDALEMUIR, UK","2024-05-17","0.00",,"58","74","51"
"UK000003162","ESKDALEMUIR, UK","2024-05-18","0.00",,"60","69","50"
"UK000003162","ESKDALEMUIR, UK","2024-05-19","0.00",,"56","62","45"
"UK000003162","ESKDALEMUIR, UK","2024-05-20","0.00",,"53","63","49"
"UK000003162","ESKDALEMUIR, UK","2024-05-21","0.08",,"52","57","39"
"UK000003162","ESKDALEMUIR, UK","2024-05-22","1.03",,"53","54","51"
"UK000003162","ESKDALEMUIR, UK","2024-05-23","0.28",,"52","58","51"
"UK000003162","ESKDALEMUIR, UK","2024-05-24","0.00",,"52","64","49"
"UK000003162","ESKDALEMUIR, UK","2024-05-25","0.50",,"54","59","48"
"UK000003162","ESKDALEMUIR, UK","2024-05-26","0.34",,"53","60","50"
"UK000003162","ESKDALEMUIR, UK","2024-05-27","0.24",,"51","56","48"
"UK000003162","ESKDALEMUIR, UK","2024-05-28","0.34",,"51","63","45"
"UK000003162","ESKDALEMUIR, UK","2024-05-29","0.21",,"55","64","49"
"UK000003162","ESKDALEMUIR, UK","2024-05-30","0.00",,"55","66","49"
"UK000003162","ESKDALEMUIR, UK","2024-05-31","0.00",,"55","69","42"
"UK000003162","ESKDALEMUIR, UK","2024-06-01","0.00",,"58","65","46"
"UK000003162","ESKDALEMUIR, UK","2024-06-02","0.02",,"53","66","35"
"UK000003162","ESKDALEMUIR, UK","2024-06-03","0.11",,"58","55","53"
"UK000003162","ESKDALEMUIR, UK","2024-06-04","0.17",,"51","54","52"
"UK000003162","ESKDALEMUIR, UK","2024-06-05","0.05",,"44","55","35"
"UK000003162","ESKDALEMUIR, UK","2024-06-06","0.04",,"46","58","36"
"UK000003162","ESKDALEMUIR, UK","2024-06-07","0.05",,"49","58","41"
"UK000003162","ESKDALEMUIR, UK","2024-06-08","0.20",,"49","57","43"
"UK000003162","ESKDALEMUIR, UK","2024-06-09","0.08",,"50","58","44"
"UK000003162","ESKDALEMUIR, UK","2024-06-10","0.04",,"48","55","40"
"UK000003162","ESKDALEMUIR, UK","2024-06-11","0.01",,"48","59","39"
"UK000003162","ESKDALEMUIR, UK","2024-06-12","0.00",,"49","56","43"
"UK000003162","ESKDALEMUIR, UK","2024-06-13","0.61",,"45","57","32"
"UK000003162","ESKDALEMUIR, UK","2024-06-14","0.22",,"52","57","48"
"UK000003162","ESKDALEMUIR, UK","2024-06-15","0.10",,"49","57","43"
"UK000003162","ESKDALEMUIR, UK","2024-06-16","0.67",,"50","65","42"
"UK000003162","ESKDALEMUIR, UK","2024-06-17","0.00",,"55","63","46"
"UK000003162","ESKDALEMUIR, UK","2024-06-18","0.03",,"53","63","43"
"UK000003162","ESKDALEMUIR, UK","2024-06-19","0.00",,"54","64","46"
"UK000003162","ESKDALEMUIR, UK","2024-06-20","0.00",,"54","62","46"
"UK000003162","ESKDALEMUIR, UK","2024-06-21","0.11",,"54","62","47"
"UK000003162","ESKDALEMUIR, UK","2024-06-22","0.00",,"56","67","50"
"UK000003162","ESKDALEMUIR, UK","2024-06-23","0.00",,"58","71","51"
"UK000003162","ESKDALEMUIR, UK","2024-06-24","0.00",,"57","70","44"
"UK000003162","ESKDALEMUIR, UK","2024-06-25","0.00",,"62","74","51"
"UK000003162","ESKDALEMUIR, UK","2024-06-26","0.01",,"62","59","53"
"UK000003162","ESKDALEMUIR, UK","2024-06-27","0.43",,"55","61","54"
"UK000003162","ESKDALEMUIR, UK","2024-06-28","0.02",,"53","63","49"
"UK000003162","ESKDALEMUIR, UK","2024-06-29","0.00",,"54","62","44"
"UK000003162","ESKDALEMUIR, UK","2024-06-30","0.01",,"53",,"45"
"UK000003162","ESKDALEMUIR, UK","2024-07-01","0.00",,"53","62","45"
"UK000003162","ESKDALEMUIR, UK","2024-07-02","0.06",,"52","62","45"
"UK000003162","ESKDALEMUIR, UK","2024-07-03","0.48",,"50","58","45"
"UK000003162","ESKDALEMUIR, UK","2024-07-04","0.26",,"50","57","46"
"UK000003162","ESKDALEMUIR, UK","2024-07-05","0.19",,"52","59",
"UK000003162","ESKDALEMUIR, UK","2024-07-06","0.00",,"51","62","36"
"UK000003162","ESKDALEMUIR, UK","2024-07-07","0.00",,"51","62","43"
"UK000003162","ESKDALEMUIR, UK","2024-07-08","0.11",,"53","66","36"
"UK000003162","ESKDALEMUIR, UK","2024-07-09","0.00",,"53","64","48"
"UK000003162","ESKDALEMUIR, UK","2024-07-10","0.65",,"56","63","53"
"UK000003162","ESKDALEMUIR, UK","2024-07-11","0.02",,"55","61","51"
